LAT,LON,YEAR,MO,DY,Date,dew_point,T2M_MAX,T2M_MIN,WS50M_MIN,WS50M_MAX,avg_temp,relative_humidity,avg_wind_speed
33.95001,151.17001,2016,9,11,11-09-2016,24.9,28,27.6,4.8,9.6,27.8,84,7.2
33.95001,151.17001,2016,9,12,12-09-2016,22.9,28,27.6,1.8,4.6,27.8,74.6,3.2
33.95001,151.17001,2016,9,13,13-09-2016,24.5,27.5,27.2,3,6.8,27.4,84,4.9
33.95001,151.17001,2016,9,14,14-09-2016,24.5,27.4,27.1,5.9,8.3,27.2,85.3,7.1
33.95001,151.17001,2016,9,15,15-09-2016,24.2,27.6,27.1,7,10.4,27.3,82.4,8.7
33.95001,151.17001,2016,9,16,16-09-2016,23.9,27.4,25.6,0.3,8.5,26.5,85.3,4.4
33.95001,151.17001,2016,9,17,17-09-2016,22.7,26.5,25.5,0.5,4.7,26,81,2.6
33.95001,151.17001,2016,9,18,18-09-2016,23.5,27.9,26.4,3.5,7.4,27.1,81,5.4
33.95001,151.17001,2016,9,19,19-09-2016,24.3,28.1,27.5,7.7,11,27.8,80.8,9.4
33.95001,151.17001,2016,9,20,20-09-2016,23.9,27.8,27.5,8.8,10.4,27.6,80,9.6
33.95001,151.17001,2016,9,21,21-09-2016,25.5,28,27.8,9.3,12,27.9,86.6,10.7
33.95001,151.17001,2016,9,22,22-09-2016,24.4,27.8,26,3.5,9.6,26.9,87.4,6.6
33.95001,151.17001,2016,9,23,23-09-2016,23.4,27.4,26,1.6,4.2,26.7,81.5,2.9
33.95001,151.17001,2016,9,24,24-09-2016,23.3,27.4,26.8,0.1,4.1,27.1,80.4,2.1
33.95001,151.17001,2016,9,25,25-09-2016,23.5,27.6,26.6,1.2,4.8,27.1,80.5,3
33.95001,151.17001,2016,9,26,26-09-2016,24.1,27.2,26.7,0.9,4.6,26.9,83.9,2.7
33.95001,151.17001,2016,9,27,27-09-2016,23.8,27.3,26.5,2.4,5.4,26.9,83.5,3.9
33.95001,151.17001,2016,9,28,28-09-2016,23.2,28.1,27.2,5.6,8.3,27.7,76.5,7
33.95001,151.17001,2016,9,29,29-09-2016,23.3,27.8,27.1,8.6,12.6,27.5,78.8,10.6
33.95001,151.17001,2016,9,30,30-09-2016,22,27.5,24.8,4.7,15.3,26.1,78.3,10
33.95001,151.17001,2016,10,1,01-10-2016,19.1,24.8,24.3,4.2,5.5,24.6,71.5,4.9
33.95001,151.17001,2016,10,2,02-10-2016,19.8,25.2,24.8,2.1,4.8,25,72.6,3.4
33.95001,151.17001,2016,10,3,03-10-2016,21.8,26.5,25.1,2.3,6.9,25.8,78.1,4.6
33.95001,151.17001,2016,10,4,04-10-2016,23.9,27.8,26.6,7.3,12.3,27.2,81.9,9.8
33.95001,151.17001,2016,10,5,05-10-2016,19.6,27,24.4,4,10.3,25.7,69.8,7.1
33.95001,151.17001,2016,10,6,06-10-2016,22.2,27.8,24.4,4.9,13.4,26.1,79,9.2
33.95001,151.17001,2016,10,7,07-10-2016,18.9,25.3,22.7,7.2,12.1,24,71.9,9.6
33.95001,151.17001,2016,10,8,08-10-2016,17.6,24.8,22.1,4.9,8.3,23.4,70.8,6.6
33.95001,151.17001,2016,10,9,09-10-2016,22.2,27,24.9,8.8,11.4,26,77.8,10.1
33.95001,151.17001,2016,10,10,10-10-2016,23.3,27,25.5,1,9.4,26.3,83,5.2
33.95001,151.17001,2016,10,11,11-10-2016,22.8,25.5,24.3,2.9,11.8,24.9,88.2,7.4
33.95001,151.17001,2016,10,12,12-10-2016,22.7,25.3,24.4,6.9,15.6,24.8,88,11.2
33.95001,151.17001,2016,10,13,13-10-2016,18.7,24.7,23.2,6.6,9.6,23.9,73.2,8.1
33.95001,151.17001,2016,10,14,14-10-2016,19,23.1,21.5,7.3,15.1,22.3,83.3,11.2
33.95001,151.17001,2016,10,15,15-10-2016,17.1,22.4,21.8,10.3,11.8,22.1,73.8,11.1
33.95001,151.17001,2016,10,16,16-10-2016,16.6,22.5,22,10.2,11.7,22.3,70,10.9
33.95001,151.17001,2016,10,17,17-10-2016,17.9,24.2,22.3,9.9,12.5,23.2,72.7,11.2
33.95001,151.17001,2016,10,18,18-10-2016,21.6,25.3,24.3,8,8.9,24.8,82,8.5
33.95001,151.17001,2016,10,19,19-10-2016,21.4,24.9,23.2,3.3,8.6,24.1,84.2,6
33.95001,151.17001,2016,10,20,20-10-2016,19.5,23.5,22.4,2,8.6,23,80.9,5.3
33.95001,151.17001,2016,10,21,21-10-2016,17.2,24.5,21,9.3,10.4,22.7,70.9,9.8
33.95001,151.17001,2016,10,22,22-10-2016,15.3,21.7,20.9,3.3,10.7,21.3,68.7,7
33.95001,151.17001,2016,10,23,23-10-2016,18.3,24.2,21.6,3.6,16.4,22.9,75.5,10
33.95001,151.17001,2016,10,24,24-10-2016,16,24.5,19.3,5.3,25.1,21.9,77.6,15.2
33.95001,151.17001,2016,10,25,25-10-2016,14.2,22.2,19.4,4.4,7.9,20.8,65.4,6.1
33.95001,151.17001,2016,10,26,26-10-2016,18.9,24.5,22.4,7.9,9.6,23.4,75.6,8.8
33.95001,151.17001,2016,10,27,27-10-2016,20.1,24.5,19.6,8.4,15.3,22,84.2,11.9
33.95001,151.17001,2016,10,28,28-10-2016,13,20.8,19.1,0.9,10.8,20,64,5.8
33.95001,151.17001,2016,10,29,29-10-2016,18.9,24.6,20.9,4.1,16.5,22.8,79.4,10.3
33.95001,151.17001,2016,10,30,30-10-2016,16.1,21.4,19.7,7.3,11.9,20.5,77.8,9.6
33.95001,151.17001,2016,10,31,31-10-2016,18,23.6,19.6,7.2,12.5,21.6,83.2,9.8
33.95001,151.17001,2016,11,1,01-11-2016,23.2,24.4,23.9,5.8,11.4,24.2,93.7,8.6
33.95001,151.17001,2016,11,2,02-11-2016,21,24.3,21.5,4.2,9.5,22.9,90,6.8
33.95001,151.17001,2016,11,3,03-11-2016,21.3,24.8,21.5,8,15.6,23.1,89.5,11.8
33.95001,151.17001,2016,11,4,04-11-2016,15.6,24.2,20.3,8.4,12.2,22.2,70.9,10.3
33.95001,151.17001,2016,11,5,05-11-2016,14.3,21.2,19.3,6.5,9,20.2,69.8,7.8
33.95001,151.17001,2016,11,6,06-11-2016,17.2,23.1,21.3,3.3,9.9,22.2,72.1,6.6
33.95001,151.17001,2016,11,7,07-11-2016,16.9,22.4,18.5,11.2,20.9,20.4,84.1,16.1
33.95001,151.17001,2016,11,8,08-11-2016,17,20.6,18.8,13.9,22.8,19.7,82.9,18.4
33.95001,151.17001,2016,11,9,09-11-2016,16.6,23.2,19.2,4.3,14.8,21.2,73.7,9.6
33.95001,151.17001,2016,11,10,10-11-2016,13,19.4,17.4,4.5,13.7,18.4,71.5,9.1
33.95001,151.17001,2016,11,11,11-11-2016,13.9,21.4,17.3,3.7,11.4,19.3,73.9,7.5
33.95001,151.17001,2016,11,12,12-11-2016,21.4,23.6,21.6,4,11.6,22.6,90.6,7.8
33.95001,151.17001,2016,11,13,13-11-2016,18.1,22.8,20.5,7,10.6,21.7,80.2,8.8
33.95001,151.17001,2016,11,14,14-11-2016,15.9,20.9,20.5,5,7.4,20.7,73.7,6.2
33.95001,151.17001,2016,11,15,15-11-2016,17.5,23.3,20.9,7.4,18.3,22.1,76.7,12.9
33.95001,151.17001,2016,11,16,16-11-2016,17.1,23.6,18.1,6,18.4,20.8,82.4,12.2
33.95001,151.17001,2016,11,17,17-11-2016,11.7,20.1,18.3,0.6,6,19.2,61.6,3.3
33.95001,151.17001,2016,11,18,18-11-2016,14.4,20.4,18.2,1.8,13.1,19.3,73.7,7.5
33.95001,151.17001,2016,11,19,19-11-2016,14.6,21.7,19.1,5.6,12.1,20.4,71.5,8.8
33.95001,151.17001,2016,11,20,20-11-2016,18.8,23.2,21.3,6.1,15.2,22.2,79.2,10.6
33.95001,151.17001,2016,11,21,21-11-2016,15.8,21,20.4,5.8,10.8,20.7,74,8.3
33.95001,151.17001,2016,11,22,22-11-2016,18.5,22.9,20.4,8,14.9,21.6,83.8,11.4
33.95001,151.17001,2016,11,23,23-11-2016,17.5,23,19.9,0.9,15.7,21.4,79.4,8.3
33.95001,151.17001,2016,11,24,24-11-2016,16.8,22,18.8,0.2,18.6,20.4,83.2,9.4
33.95001,151.17001,2016,11,25,25-11-2016,13.3,22.2,16.5,4.3,18.9,19.3,77,11.6
33.95001,151.17001,2016,11,26,26-11-2016,11.1,19,16.6,0.6,5.5,17.8,65,3
33.95001,151.17001,2016,11,27,27-11-2016,14.2,22.3,18.8,2.2,14.3,20.6,69.2,8.2
33.95001,151.17001,2016,11,28,28-11-2016,18.6,23.3,18.2,10.4,20.8,20.7,85,15.6
33.95001,151.17001,2016,11,29,29-11-2016,12.7,18.8,17.6,8.7,11.4,18.2,70.1,10.1
33.95001,151.17001,2016,11,30,30-11-2016,11.5,17.6,15.9,5.3,15.1,16.7,72.8,10.2
33.95001,151.17001,2016,12,1,01-12-2016,12.2,19.3,16.2,4.6,14.1,17.7,71,9.4
33.95001,151.17001,2016,12,2,02-12-2016,15.7,21.5,17.8,7.6,16.4,19.7,79.1,12
33.95001,151.17001,2016,12,3,03-12-2016,11.6,19.2,17.8,2.7,7.5,18.5,63.5,5.1
33.95001,151.17001,2016,12,4,04-12-2016,13.6,20.2,19.1,2.5,7.7,19.6,68.8,5.1
33.95001,151.17001,2016,12,5,05-12-2016,17.9,21.6,20.2,8,13.8,20.9,82.2,10.9
33.95001,151.17001,2016,12,6,06-12-2016,17.2,21.1,19.3,0.9,14,20.2,83.9,7.5
33.95001,151.17001,2016,12,7,07-12-2016,11.6,19.1,16.8,2.2,13.1,18,69.3,7.7
33.95001,151.17001,2016,12,8,08-12-2016,13.7,21.1,16.6,4.1,16.2,18.8,70.4,10.2
33.95001,151.17001,2016,12,9,09-12-2016,12.3,20.2,15.2,2.8,10.9,17.7,74.7,6.9
33.95001,151.17001,2016,12,10,10-12-2016,14.8,21,17.8,11.3,14.5,19.4,72.1,12.9
33.95001,151.17001,2016,12,11,11-12-2016,11.7,17.7,15.1,6.1,12.3,16.4,75.2,9.2
33.95001,151.17001,2016,12,12,12-12-2016,10.1,15,13.9,9,16.1,14.5,74.7,12.6
33.95001,151.17001,2016,12,13,13-12-2016,9.7,17.4,14.9,2.4,10.3,16.2,68.4,6.3
33.95001,151.17001,2016,12,14,14-12-2016,16.3,22.7,17.6,11.2,29.1,20.2,78.4,20.1
33.95001,151.17001,2016,12,15,15-12-2016,13.2,18.4,16.7,2.9,19.1,17.5,75,11
33.95001,151.17001,2016,12,16,16-12-2016,13.7,20.8,16.9,2,20.6,18.8,76,11.3
33.95001,151.17001,2016,12,17,17-12-2016,10.4,17.5,14.9,10.5,16.9,16.2,69.8,13.7
33.95001,151.17001,2016,12,18,18-12-2016,10.5,17.4,15.2,5.5,16.6,16.3,70.6,11.1
33.95001,151.17001,2016,12,19,19-12-2016,11.6,18.5,15.9,6.1,12.9,17.2,69.3,9.5
33.95001,151.17001,2016,12,20,20-12-2016,9.8,17.7,16.8,2.2,6.8,17.3,61.6,4.5
33.95001,151.17001,2016,12,21,21-12-2016,12.2,18.2,16.6,6.8,10.6,17.4,72.3,8.7
33.95001,151.17001,2016,12,22,22-12-2016,11.2,18.1,15.8,2.8,12.2,16.9,69.9,7.5
33.95001,151.17001,2016,12,23,23-12-2016,16.8,21.3,18.2,13.2,21.9,19.8,81.5,17.6
33.95001,151.17001,2016,12,24,24-12-2016,12.3,20.5,15.1,13.1,18.7,17.8,70.6,15.9
33.95001,151.17001,2016,12,25,25-12-2016,8.9,15,13.2,6,15,14.1,71.5,10.5
33.95001,151.17001,2016,12,26,26-12-2016,9,16.3,14.9,3.4,10.4,15.6,66.4,6.9
33.95001,151.17001,2016,12,27,27-12-2016,14,20.3,16.5,9.5,21,18.4,74.4,15.2
33.95001,151.17001,2016,12,28,28-12-2016,13.1,20.6,12.4,12.3,20.6,16.5,84.3,16.5
33.95001,151.17001,2016,12,29,29-12-2016,8,16.8,12.4,2.1,11.7,14.6,68.7,6.9
33.95001,151.17001,2016,12,30,30-12-2016,11.5,19,12.4,12.6,16.6,15.7,78.8,14.6
33.95001,151.17001,2016,12,31,31-12-2016,8.7,15.9,12.4,7,12.5,14.2,69.5,9.7
33.95001,151.17001,2017,1,1,01-01-2017,10.9,16,13.9,2.4,11.2,14.9,76.8,6.8
33.95001,151.17001,2017,1,2,02-01-2017,9.1,16.4,14.7,1.4,6.9,15.5,65.4,4.1
33.95001,151.17001,2017,1,3,03-01-2017,11.9,18.2,15.4,7.3,15.5,16.8,74.4,11.4
33.95001,151.17001,2017,1,4,04-01-2017,9.5,16.2,14.3,5.5,14.9,15.2,71.2,10.2
33.95001,151.17001,2017,1,5,05-01-2017,10.1,16.7,12.3,7.4,16.3,14.5,76.5,11.9
33.95001,151.17001,2017,1,6,06-01-2017,8.5,12,10.7,8,15.7,11.3,82,11.8
33.95001,151.17001,2017,1,7,07-01-2017,8.2,14,11.6,7.4,11.3,12.8,74.1,9.3
33.95001,151.17001,2017,1,8,08-01-2017,9.6,15.6,13.8,2.2,13.3,14.7,70.3,7.8
33.95001,151.17001,2017,1,9,09-01-2017,12.2,19.2,13.9,2.5,25.6,16.5,75,14
33.95001,151.17001,2017,1,10,10-01-2017,9.7,16.3,14.7,8.6,26.3,15.5,69.6,17.5
33.95001,151.17001,2017,1,11,11-01-2017,10.7,17.9,13.3,4.4,16.9,15.6,74,10.6
33.95001,151.17001,2017,1,12,12-01-2017,10.2,17.1,12.6,0.7,16.1,14.8,74.7,8.4
33.95001,151.17001,2017,1,13,13-01-2017,10.2,16.7,13.5,2.1,16.1,15.1,70.7,9.1
33.95001,151.17001,2017,1,14,14-01-2017,9.6,16.8,11.9,3.9,22.6,14.4,70.2,13.3
33.95001,151.17001,2017,1,15,15-01-2017,8.6,14.4,10.6,9.7,20.7,12.5,77.8,15.2
33.95001,151.17001,2017,1,16,16-01-2017,7.7,13.6,11.1,9.2,20.1,12.3,74.8,14.6
33.95001,151.17001,2017,1,17,17-01-2017,8.5,13.1,11.5,9.9,16.7,12.3,76.8,13.3
33.95001,151.17001,2017,1,18,18-01-2017,8.2,13.2,12.7,6.8,12.8,12.9,72.6,9.8
33.95001,151.17001,2017,1,19,19-01-2017,9.1,16.3,12.8,4.6,16.1,14.5,69.4,10.4
33.95001,151.17001,2017,1,20,20-01-2017,12.5,17,13.5,5.8,16.1,15.2,86.3,11
33.95001,151.17001,2017,1,21,21-01-2017,11,18.5,13.1,5.8,26.3,15.8,75.8,16
33.95001,151.17001,2017,1,22,22-01-2017,7.5,15.4,12.5,1.5,15.3,14,67,8.4
33.95001,151.17001,2017,1,23,23-01-2017,10.9,17.3,12.1,8.7,20.5,14.7,74.5,14.6
33.95001,151.17001,2017,1,24,24-01-2017,8.7,12.5,11.4,11.3,14.2,11.9,80.4,12.7
33.95001,151.17001,2017,1,25,25-01-2017,7.5,11.3,10.2,6.3,13.9,10.8,78.8,10.1
33.95001,151.17001,2017,1,26,26-01-2017,6.9,13.5,11.5,5.4,7.6,12.5,68.4,6.5
33.95001,151.17001,2017,1,27,27-01-2017,7,15.1,13.1,0.6,9.4,14.1,63.4,5
33.95001,151.17001,2017,1,28,28-01-2017,11.3,17.5,13.8,8.2,14.3,15.6,74.8,11.2
33.95001,151.17001,2017,1,29,29-01-2017,9.1,15.7,13.6,0.6,9.6,14.7,71.6,5.1
33.95001,151.17001,2017,1,30,30-01-2017,13.7,17.9,15.9,10.6,20.9,16.9,79.4,15.7
33.95001,151.17001,2017,1,31,31-01-2017,8.6,18,10.6,14.3,22.5,14.3,78.5,18.4
33.95001,151.17001,2017,2,1,01-02-2017,7.4,15,11,5.4,17,13,71.3,11.2
33.95001,151.17001,2017,2,2,02-02-2017,8.9,16.1,10.3,14.2,21.9,13.2,80.1,18.1
33.95001,151.17001,2017,2,3,03-02-2017,7.2,12.4,10,11.9,16.8,11.2,78.6,14.4
33.95001,151.17001,2017,2,4,04-02-2017,7.9,13.1,10.5,9.3,14.1,11.8,75.2,11.7
33.95001,151.17001,2017,2,5,05-02-2017,8.4,14.9,13.2,2.5,12.7,14,68.6,7.6
33.95001,151.17001,2017,2,6,06-02-2017,12.9,18,15.2,9.1,21.4,16.6,77.4,15.3
33.95001,151.17001,2017,2,7,07-02-2017,7.9,16.5,10.8,11.5,21.8,13.7,73.1,16.6
33.95001,151.17001,2017,2,8,08-02-2017,7,11.4,10.7,11,14.7,11.1,75.6,12.9
33.95001,151.17001,2017,2,9,09-02-2017,7.3,14,10.9,2.4,12,12.4,73,7.2
33.95001,151.17001,2017,2,10,10-02-2017,10.9,17.5,14.4,12.4,23.2,15.9,73.2,17.8
33.95001,151.17001,2017,2,11,11-02-2017,8.6,14.3,12.3,8.9,19.1,13.3,74.5,14
33.95001,151.17001,2017,2,12,12-02-2017,7.9,13.4,11.6,8.5,16.3,12.5,74.4,12.4
33.95001,151.17001,2017,2,13,13-02-2017,7.9,13.2,12.6,10.5,14.3,12.9,71.2,12.4
33.95001,151.17001,2017,2,14,14-02-2017,7.8,12.7,12.1,4.4,10.5,12.4,73.5,7.4
33.95001,151.17001,2017,2,15,15-02-2017,7.8,12.5,10.7,3.1,14.9,11.6,76.3,9
33.95001,151.17001,2017,2,16,16-02-2017,7.4,13.3,11.7,6.4,12,12.5,70.8,9.2
33.95001,151.17001,2017,2,17,17-02-2017,9.6,17.1,13,5.3,18.1,15,68.3,11.7
33.95001,151.17001,2017,2,18,18-02-2017,12.6,18.3,15.9,11.7,20.6,17.1,73.7,16.1
33.95001,151.17001,2017,2,19,19-02-2017,9.6,15.4,10.2,1.3,16.9,12.8,86.6,9.1
33.95001,151.17001,2017,2,20,20-02-2017,8,16.4,10.4,6.2,19.8,13.4,71.8,13
33.95001,151.17001,2017,2,21,21-02-2017,9.6,18.1,9.3,18.2,25.9,13.7,79.3,22
33.95001,151.17001,2017,2,22,22-02-2017,5.7,11.2,9.2,4.5,18.5,10.2,73.5,11.5
33.95001,151.17001,2017,2,23,23-02-2017,9,16.6,11.4,4,19.6,14,73.5,11.8
33.95001,151.17001,2017,2,24,24-02-2017,13.1,18,13.6,6.2,23.5,15.8,83.1,14.9
33.95001,151.17001,2017,2,25,25-02-2017,9.5,13.9,11.6,5.3,6.6,12.8,81.2,5.9
33.95001,151.17001,2017,2,26,26-02-2017,10.6,16.2,14,6.7,12.8,15.1,74,9.7
33.95001,151.17001,2017,2,27,27-02-2017,9.8,15.6,12.5,5.8,11.1,14.1,78.8,8.4
33.95001,151.17001,2017,2,28,28-02-2017,10.7,13.8,13,8.6,15.3,13.4,84.3,11.9
33.95001,151.17001,2017,3,1,01-03-2017,10.1,14.2,13.9,6.5,10.9,14,77,8.7
33.95001,151.17001,2017,3,2,02-03-2017,9.7,15.8,14.3,6.3,17.8,15,69.9,12
33.95001,151.17001,2017,3,3,03-03-2017,11.6,17,14.4,11.7,24.2,15.7,76.2,17.9
33.95001,151.17001,2017,3,4,04-03-2017,7.8,14.4,12.5,1.6,11.3,13.4,68.2,6.4
33.95001,151.17001,2017,3,5,05-03-2017,10.1,15.6,12.6,1.5,9.1,14.1,76.4,5.3
33.95001,151.17001,2017,3,6,06-03-2017,11.6,17.2,15.1,4.6,16.1,16.1,73.2,10.4
33.95001,151.17001,2017,3,7,07-03-2017,13.3,17.9,15.4,6.1,21.6,16.6,80.9,13.8
33.95001,151.17001,2017,3,8,08-03-2017,9.7,16.9,13.3,6.9,17,15.1,70.8,11.9
33.95001,151.17001,2017,3,9,09-03-2017,7.4,13.5,12.2,2.6,13.2,12.9,71,7.9
33.95001,151.17001,2017,3,10,10-03-2017,9.2,15.7,13.8,6.4,14,14.8,69.3,10.2
33.95001,151.17001,2017,3,11,11-03-2017,7.8,14.8,11.4,10.1,17.4,13.1,71.8,13.8
33.95001,151.17001,2017,3,12,12-03-2017,7,11.6,11.1,9.9,13.5,11.3,74.8,11.7
33.95001,151.17001,2017,3,13,13-03-2017,7.2,12.2,11.3,6.3,9.7,11.7,73.3,8
33.95001,151.17001,2017,3,14,14-03-2017,6.9,12.5,11.3,1.5,17.8,11.9,71.6,9.7
33.95001,151.17001,2017,3,15,15-03-2017,11.6,15.1,11.6,8.2,19,13.4,87.5,13.6
33.95001,151.17001,2017,3,16,16-03-2017,8.2,12.8,12.1,11.2,17.8,12.4,75.5,14.5
33.95001,151.17001,2017,3,17,17-03-2017,7.6,13.1,12,7.9,14.1,12.6,72.1,11
33.95001,151.17001,2017,3,18,18-03-2017,7.9,13.2,12,7.8,14.5,12.6,73.6,11.2
33.95001,151.17001,2017,3,19,19-03-2017,7.9,13.4,12.1,9.4,13.7,12.8,72.5,11.6
33.95001,151.17001,2017,3,20,20-03-2017,7.2,13.1,12.3,11,15.1,12.7,69.7,13
33.95001,151.17001,2017,3,21,21-03-2017,6.5,12.6,11,1.3,14.4,11.8,70.3,7.8
33.95001,151.17001,2017,3,22,22-03-2017,11.1,17.5,11.6,13.8,29.5,14.5,81.3,21.6
33.95001,151.17001,2017,3,23,23-03-2017,6.9,12.7,12.1,10.5,18.3,12.4,69.2,14.4
33.95001,151.17001,2017,3,24,24-03-2017,7.7,12,10.5,2.4,9.8,11.3,79.8,6.1
33.95001,151.17001,2017,3,25,25-03-2017,6.7,11.8,11.1,8.4,12.8,11.4,73.1,10.6
33.95001,151.17001,2017,3,26,26-03-2017,5.8,11.9,11.1,1.2,8,11.5,68.1,4.6
33.95001,151.17001,2017,3,27,27-03-2017,11.3,17.1,11,8.1,20.2,14.1,85.5,14.1
33.95001,151.17001,2017,3,28,28-03-2017,9,16,11.8,11.1,25.7,13.9,76.1,18.4
33.95001,151.17001,2017,3,29,29-03-2017,6.5,12.9,11.6,4.7,11.1,12.3,68.3,7.9
33.95001,151.17001,2017,3,30,30-03-2017,6.7,13.2,12.2,3.2,10.1,12.7,67.5,6.7
33.95001,151.17001,2017,3,31,31-03-2017,11,16,13.1,4.2,14.1,14.6,79.3,9.2
33.95001,151.17001,2017,4,1,01-04-2017,11.4,16.6,11.6,1.4,7.3,14.1,87.6,4.4
33.95001,151.17001,2017,4,2,02-04-2017,11.1,14.8,13.5,5.2,8.7,14.1,82.8,6.9
33.95001,151.17001,2017,4,3,03-04-2017,10.5,14.8,12.4,5.2,16.1,13.6,79.8,10.6
33.95001,151.17001,2017,4,4,04-04-2017,6.9,13.3,12.3,5.4,13.5,12.8,66.9,9.5
33.95001,151.17001,2017,4,5,05-04-2017,8.1,13.8,13.2,6.2,12.1,13.5,69.6,9.2
33.95001,151.17001,2017,4,6,06-04-2017,7.8,13.9,13.3,3.3,6.1,13.6,67.6,4.7
33.95001,151.17001,2017,4,7,07-04-2017,10.4,15.9,13.9,5.9,9.8,14.9,74.8,7.8
33.95001,151.17001,2017,4,8,08-04-2017,12.7,16.4,15.9,6.6,9.1,16.1,79.6,7.9
33.95001,151.17001,2017,4,9,09-04-2017,14.8,16.9,16,9.4,14.4,16.4,90.4,11.9
33.95001,151.17001,2017,4,10,10-04-2017,10.6,17.2,12.2,9.7,15,14.7,83.1,12.3
33.95001,151.17001,2017,4,11,11-04-2017,8.3,13.6,11.7,4.8,14.6,12.6,75.5,9.7
33.95001,151.17001,2017,4,12,12-04-2017,15.2,18.2,13.3,7.5,20,15.8,92.3,13.7
33.95001,151.17001,2017,4,13,13-04-2017,10.3,15.8,13.1,6.5,7.9,14.4,77.8,7.2
33.95001,151.17001,2017,4,14,14-04-2017,7.9,15.1,13.3,1.8,8,14.2,66.6,4.9
33.95001,151.17001,2017,4,15,15-04-2017,10.4,16.3,15.1,6.1,7.8,15.7,70.7,7
33.95001,151.17001,2017,4,16,16-04-2017,13.3,17.1,16.2,6.4,8.3,16.6,80.1,7.4
33.95001,151.17001,2017,4,17,17-04-2017,15.8,17.4,17,2.1,8.7,17.2,91.5,5.4
33.95001,151.17001,2017,4,18,18-04-2017,15.4,17.7,16.8,0.9,15.8,17.2,90.3,8.3
33.95001,151.17001,2017,4,19,19-04-2017,17.5,18.9,17.2,10.9,19.6,18.1,95.8,15.2
33.95001,151.17001,2017,4,20,20-04-2017,11.5,17.7,14.3,8.8,16.6,16,74.9,12.7
33.95001,151.17001,2017,4,21,21-04-2017,9.9,14.9,14.2,1.1,8.5,14.5,74.5,4.8
33.95001,151.17001,2017,4,22,22-04-2017,15,17.1,15,1,9.8,16.1,90.6,5.4
33.95001,151.17001,2017,4,23,23-04-2017,13.4,16.7,15.4,6.4,10,16.1,83.6,8.2
33.95001,151.17001,2017,4,24,24-04-2017,10.1,15.2,14,6.9,12.8,14.6,75.8,9.9
33.95001,151.17001,2017,4,25,25-04-2017,8.9,15,14,3.5,7.4,14.5,69,5.4
33.95001,151.17001,2017,4,26,26-04-2017,10.8,16.8,14.1,4.8,11.9,15.5,75.5,8.3
33.95001,151.17001,2017,4,27,27-04-2017,16.4,19.5,16.8,8.8,22,18.2,91.6,15.4
33.95001,151.17001,2017,4,28,28-04-2017,11.6,16,12.5,5.3,11.1,14.3,88.1,8.2
33.95001,151.17001,2017,4,29,29-04-2017,13.5,16.7,13,7.8,12.2,14.9,88.8,10
33.95001,151.17001,2017,4,30,30-04-2017,14.4,17.8,16.6,0.1,7.5,17.2,82.8,3.8
33.95001,151.17001,2017,5,1,01-05-2017,15.1,17.7,16.8,4.9,7.8,17.3,87.4,6.4
33.95001,151.17001,2017,5,2,02-05-2017,14,17.9,16,8.3,11.9,16.9,81.3,10.1
33.95001,151.17001,2017,5,3,03-05-2017,10.9,15.9,14.6,3.9,9.7,15.2,76.2,6.8
33.95001,151.17001,2017,5,4,04-05-2017,9.5,16.2,15,0.9,3.8,15.6,67.9,2.3
33.95001,151.17001,2017,5,5,05-05-2017,12.7,17.1,16.1,3.2,8.5,16.6,78,5.8
33.95001,151.17001,2017,5,6,06-05-2017,16.9,18.2,16.8,7.1,11.7,17.5,94.5,9.4
33.95001,151.17001,2017,5,7,07-05-2017,17.9,19.2,18,6.8,13.8,18.6,97.4,10.3
33.95001,151.17001,2017,5,8,08-05-2017,16.7,19.1,17.3,6.7,13.1,18.2,90.7,9.9
33.95001,151.17001,2017,5,9,09-05-2017,15.8,18.4,17.6,3.1,7.9,18,86.5,5.5
33.95001,151.17001,2017,5,10,10-05-2017,13.8,17.8,16.8,3.1,9,17.3,80.3,6.1
33.95001,151.17001,2017,5,11,11-05-2017,17.7,19.7,17.4,8.3,16.3,18.5,94,12.3
33.95001,151.17001,2017,5,12,12-05-2017,15.7,18.6,17.2,9.7,13.8,17.9,85.1,11.8
33.95001,151.17001,2017,5,13,13-05-2017,12.2,17.1,16.7,1.4,9.1,16.9,73.9,5.2
33.95001,151.17001,2017,5,14,14-05-2017,15.9,19.4,16.1,3.3,13.1,17.8,89.7,8.2
33.95001,151.17001,2017,5,15,15-05-2017,17.8,19.1,18.3,4.4,10.9,18.7,94.4,7.6
33.95001,151.17001,2017,5,16,16-05-2017,17.5,19.3,18.3,5.7,8.8,18.8,92.3,7.3
33.95001,151.17001,2017,5,17,17-05-2017,19,20.3,19.2,5.8,17.6,19.8,96.5,11.7
33.95001,151.17001,2017,5,18,18-05-2017,16.2,20,16.3,3.6,13.6,18.1,91.6,8.6
33.95001,151.17001,2017,5,19,19-05-2017,14,17.2,16.7,7,7.9,17,82.6,7.5
33.95001,151.17001,2017,5,20,20-05-2017,14.4,17.9,17,6.6,7.6,17.5,82.2,7.1
33.95001,151.17001,2017,5,21,21-05-2017,15.5,18.3,18,7.1,10.3,18.1,84.1,8.7
33.95001,151.17001,2017,5,22,22-05-2017,15.1,18.4,17.8,1.6,8.9,18.1,82.3,5.3
33.95001,151.17001,2017,5,23,23-05-2017,14.3,18.9,17.6,0.7,6.3,18.2,77.9,3.5
